	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237	S238	S239	S240	S241	S242	S243	S244	S245	S246	S247	S248	S249	S250	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S263	S264	S265	S266	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S277	S278	S279	S280	S281	S282	S283	S284	S285	S286	S287	S288	S289	S290	S291	S292	S293	S294	S295	S296	S297	S298	S299	S300	S301	S302	S303	S304	S305	S306	S307	S308	S309	S310	S311	S312	S313	S314	S315	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S326	S327	S328	S329	S330	S331	S332	S333	S334	S335	S336	S337	S338	S339	S340	S341	S342	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S367	S368	S369	S370	S371	S372	S373	S374	S375	S376	S377	S378	S379	S380	S381	S382	S383	S384	S385	S386	S387	S388	S389	S390	S391	S392	S393	S394	S395	S396	S397	S398	S399	S400	S401	S402	S403	S404	S405	S406	S407	S408	S409	S410	S411	S412	S413	S414	S415	S416	S417	S418	S419	S420	S421	S422	S423	S424	S425	S426	S427	S428	S429	S430	S431	S432	S433	S434	S435	S436	S437	S438	S439	S440	S441	S442	S443	S444	S445	S446	S447	S448	S449	S450	S451	S452	S453	S454	S455	S456	S457	S458	S459	S460	S461	S462	S463	S464	S465	S466	S467	S468	S469	S470	S471	S472	S473	S474	S475	S476	S477	S478	S479	S480	S481	S482	S483	S484	S485	S486	S487	S488	S489	S490	S491	S492	S493	S494	S495	S496	S497	S498	S499	S500	S501	S502	S503	S504	S505	S506	S507	S508	S509	S510	S511	S512	S513	S514	S515	S516	S517	S518	S519	S520	S521	S522	S523	S524	S525	S526	S527	S528	S529	S530	S531	S532	S533	S534	S535	S536	S537	S538	S539	S540	S541	S542	S543	S544	S545	S546	S547	S548	S549
('13', '28623581', 'T')	0.00035939826462	0.00230689090638	0.00162179695102	0.00101065784638	0.000210526315789	0.001230228471	0.000690035881866	0.0020964360587	0.00145744267392	0.00232839713141	0.000242453630743	0.000929464009088	0.00145722017903	0.00129757785467	0.00227830354013	0.00128845224674	0.00295323047252	0.00104048429815	0.00123190637512	0.00221273905484	0.00121329774327	0.00176159718144	0.00137072964994	0.000357824427481	0.000655833272608	0.00111349717649	0.00144598223508	0.00264950794852	0.00159326277455	0.00118234366789	0.00167490827883	0.00120344565493	0.0015163768702	0.00115980954706	0.00117073170732	0.00575313807531	0.00106837606838	0.00190282887226	0.00167627029859	0.00148192056906	0.000487044613287	0.00108997225525	0.000653961136024	0.00182422307642	0.00359712230216	0.00112338513387	0.00298202266337	0.00298013245033	0.00203583061889	0.000823994726434	0.00128687388636	0.00211251945742	0.00214745884037	0.00258075998932	0.00182002022245	0.000244259892526	0.00164744645799	0.00241465445462	0.00205119058236	0.00144621203693	0.00103341370996	0.00138696255201	0.00208209399167	0.00210316581802	0.00544069640914	0.000713076031732	0.00182481751825	0.000932487877658	0.00379581151832	0.00149752332681	0.00180574035354	0.000944492879977	0.000829130104332	0.000800071117433	0.00122737035901	0.00326029266813	0.000810372771475	0.000664341471516	0.00035034450543	0.000302755071147	0.00157912804669	0.00109945872801	0.00403726708075	0.00223000955718	0.00117566376016	0.00163061202305	0.000833965125095	0.00350938761186	0.00114997604217	0.00110943814882	0.00292673716012	0.000964573833743	0.000931047702503	0.000916870415648	0.0012479525778	0.00128797636185	0.00470017436131	0.0019267822736	0.0014928343949	0.00218858289258	0.00247666222138	0.00187427912341	0.00367007919645	0.00318926646871	0.00091187930034	0.00212887906329	0.00176435992943	0.00106894708712	0.00293414475114	0.00129802699896	0.000327911857293	0.0040899795501	0.000475285171103	0.000489763933784	0.000818269731459	0.00250201054419	0.0008	0.00140252454418	0.00118642727201	0.00309017698286	0.00180789184091	0.00356320985821	0.000516049127877	0.00186460126219	0.00292674528708	0.00107097653588	0.00121631736527	0.00152649560224	0.000546362784889	0.00118821292776	0.00210265924552	0.00170454545455	0.00118849536487	0.00124834204572	0.000723013520353	0.00090661831369	0.000842510681832																																																																																																																																																																																																																																																																																																																																																																																																																													
('6', '117650163', 'T')	0.00287967947915	0.000951392492648	0.000866873065015	0.000459052515608	0.00152564253022	0.00134267367192	0.00187403242891	0.000342559605371	0.000341025349551	0.00110429447853	0.00178033415503	0.00115188415337	0.00212409167132	0.00257774821221	0.00372920252438	0.0031003631854	0.000602046959663	0.00118508942038	0.000927379084035	0.000806278219738	0.000760600874691	0.000655614873092	0.00188070929608	0.00110290062865	0.000234494079025	0.00209026128266	0.000918273645546	0.000190785080607	0.00224592925323	0.000186933358258	0.00212916962385	0.000759936165362	0.000431518080608	0.000220191566663	0.0012370113805	0.00178405212535	0.00184124386252	0.000564227948091	0.000626923515331	0.0024316978973	0.00168898540234	0.000267165375367	0.00200481154771	0.00105980317941	0.00133385641428	0.000973709834469	0.00230632761679	0.000275988960442	0.00143719459615	0.00171395924586	0.000645744543459	0.000537056928034	0.000188536953243	0.000532481363152	0.000214301021502	0.000158969875209	0.000236164685507																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
('17', '41244435', 'C')	0.000439405923192	0.00182134282639	0.00242105263158	0.00130990066587	0.00136811382707	0.00241312741313	0.00176650072266	0.00129589632829	0.00395847337366	0.000988359323523	0.000660145231951	0.00283728188396	0.00444793301936	0.00189804772234	0.000600961538462	0.00138446628825	0.00799304952215	0.00130163137799	0.000576590428599	0.000374707259953	0.000637470516989	0.000619386807061	0.000484496124031	0.00158982511924	0.000765631646108	0.000512505125051	0.00164937117724	0.00217315716273	0.000796861591271	0.00201957433587	0.000555864369094	0.00144783967081	0.00339949555872	0.000457396759017	0.0006132879046	0.000287907869482	0.00211488029778	0.00422686750692	0.000890327802509	0.00227030862008	0.00214941705204	0.00107334525939	0.00158511371468	0.0013134440379	0.0012997328327	0.000503746615452	0.00228430855737	0.00180812593065	0.00471595443662	0.000859763087505	0.00353982300885	0.00132552744946	0.000787608296141	0.000472850500433	0.000872515753757	0.00061707233459	0.00442026521591	0.00103587908466	0.00153633430635	0.000897080411026	0.000531600708801	0.00394342048864	0.000965250965251	0.00412145680881	0.00116969587907	0.00207131232431	0.000888160142106	0.000852079072938	0.00716750730024	0.00192178341501	0.00130356851882	0.00215928909559	0.0022427810485	0.00102880658436	0.000939776020049	0.00265191695711	0.00246254873794	0.000894787860711	0.00111669458403	0.000358102059087	0.00903168492745	0.00125252244103	0.00042429814016	0.00149783645845	0.0011197470689	0.00140180960877	0.000261985852764	0.00493778392258	0.00533807829181	0.000600528465049	0.00130926774525	0.000567697984672	0.00155002712547	0.000308665792114	0.00137340442721	0.00440097799511	0.00128402670776																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
('6', '117651028', 'T')	0.00119260584377	0.000934094447327	0.000180652154277	0.00264472524243	0.00103802963103	0.000221533008418	0.000448833034111	0.000393391030685	0.00320919471602	0.00078400627205	0.00183318056829	0.00116530714167	0.00190019828156	0.00146362462333	0.00261369576581	0.00214810627473	0.00502989465692	0.000828706389326	0.000605326876513	0.00045516613564	0.000872431174874	0.000276243093923	0.00119859856168	0.000231213872832	0.00115018074269	0.000372300819062	0.000773195876289	0.00265176626574	0.000469373386529	0.000499375780275	0.00185758513932	0.000942388641076	0.00231438622477	0.000580787547915	0.000721175516091	0.000574767698055	0.0018461231414	0.000699463744463	0.000273785078713	0.00115827879771	0.00312109862672	0.000724572049633	0.00189282683898	0.000986193293886	0.000427289559892	0.000884095128636	0.00374614367563	0.000271311519887	0.000871156024044	0.00134451123062	0.00139154635589	0.000312734550913	0.00112750164427	0.000701836472102	0.00248002204464	0.0013919498898	0.00212421606312	0.000834202294056	0.0016348773842	0.00121568878367	0.000313224331266	0.001324134086	0.000481602774032	0.000600889316188	0.00108131487889	0.000696309559336	0.00152019002375	0.00100522718134	0.00100625314454	0.00125786163522	0.00181818181818	0.0013807386952	0.00221007328138	0.000804990943852	0.000408059168579	0.00302057768548	0.00104502307759	0.00145198091682	0.00146222583266	0.00135886349599	0.000852067903258	0.00136971868086	0.00108064298257	0.00131377271732	0.00101242521859	0.000737584002623	0.00241327300151	0.00180082838106	0.0026430054748	0.00157056315908	0.00250683682771	0.00081337550836	0.0016201620162	0.000769921724625	0.00158971023918	0.000790617999736	0.00195541650372	0.000756811301715	0.00420609884332	0.00184113624408	0.00367161110295	0.0014226307726	0.00307129798903	0.00144487790782	0.000891901534071	0.00153417015342	0.00105585471439	0.00388016603501	0.00110715697904	0.000804020100503	0.000465693883887	0.000640295959021	0.000897487036298	0.00125257883879	0.00116652085156	0.00172281776417	0.000748663101604	0.00372684423983	0.000750638042336	0.001053001053	0.00140176838473	0.00370818828515	0.00286944045911	0.00261679857033	0.000836042731073	0.00366063738157	0.00138696255201	0.000789492571593	0.00195383168102	0.000632961468471	0.00166587339362	0.00134325273817	0.000561955605507	0.00059283851079	0.000369276218612	0.00212371786182	0.000728226041363	0.000334373606777	0.000818889040535	0.000433839479393	0.000646900269542	0.00140230601433	0.00229174970108	0.00240518038853	0.00108921675413	0.0014612761812	0.00139447133131	0.00114508187335	0.00181608056794	0.00193210046922	0.00147130946542	0.00128629180448	0.00177318633876	0.000948275862069	0.00120593692022	0.00463022508039	0.00111856823266	0.000769329401205	0.00105273231888	0.00238639753406	0.00188003581021	0.00227169468423	0.000780944943381	0.000331235508447	0.00267277586865	0.00361881785283	0.000203148806501	0.000886033890796	0.00273445412194	0.00213488597768	0.000963020030817	0.0014953271028	0.00107874865156	0.00248941996515	0.000875656742557	0.00195258019526	0.00050645733097	0.00197122018529	0.00170662332385	0.000172965493384	0.000445377616593	0.00141067131358	0.000584709837743	0.00267686424474	0.0012025800809	0.00129129452276	0.000500464717237	0.000409869661448	0.00166015625	0.000377964660304	0.00123844121532	0.00326453243471	0.000830495805996	0.000201911428187	0.000490780340742	0.0013698630137	0.000754527162978	0.00180444344198	0.000714081690945	0.00154294531116	0.000603743207889	0.00164839693398	0.00222557825292	0.00163291966035																																																																																																																																																																																																																																																																																																																																																										
('7', '140489017', 'C')	0.00155073105893	0.00132855055135	0.000476871721507	0.00327102803738	0.00108594477195	0.00153609831029	0.00375123395854	0.000544959128065	0.00253592561285	0.000445103857567	0.00167938931298	0.000726744186047	0.00106761565836	0.000964320154291	0.000818665575113	0.00169884169884	0.00637704264647	0.0048015816975	0.00300816501934	0.00389646534929	0.00159489633174	0.00494437577256	0.00411039342337	0.00301594140457	0.000376718779431	0.0012938702895	0.00386597938144	0.00382490437739	0.00103455410718	0.00138504155125	0.00292954445584	0.00121636004257	0.00335731414868	0.00111275964392	0.00155666251557	0.000666444518494	0.000414937759336	0.00171732783788	0.0006623393827	0.000527518902761	0.000575043128235	0.000430477830392	0.00434404865334	0.000841928015155	0.00131147540984	0.00321830860004	0.000941619585687	0.00331052747738	0.00105596620908	0.000382701875239	0.000766577232656	0.00149957155099	0.000790513833992	0.000697350069735	0.00103323574996	0.000501085685652	0.00165912518854	0.000699496362619	0.000581620783249	0.000983864620228	0.00259556394526	0.000397061743101	0.00240153698367	0.00151143019082	0.000595829195631	0.00217864923747	0.00058331713008	0.000886524822695	0.000412371134021	0.000495540138751	0.00234450420632	0.000772648251883	0.000555967383247	0.000732243104711	0.000708968450904	0.00207138304653	0.00155433093119	0.00280164363093	0.00239198684407	0.000990099009901	0.00165436497837	0.00257289879931	0.00251499322886	0.000460617227084	0.00214899713467	0.00190194420964	0.000593119810202	0.00181290790428	0.000492125984252	0.00228702115495	0.00193498452012	0.00112866817156	0.000597193191998	0.00157753588894	0.00287511230907	0.00128558310376	0.00169851380042	0.000733406674001	0.000710227272727	0.000849256900212	0.000255819902788	0.000644468313641	0.000608828006088	0.000354295837024	0.000693000693001	0.000892591490628	0.000600720865038	0.000290486564996	0.000662105495476	0.00223559759243	0.00128589798543	0.0010867202782	0.000932487877658	0.00056038105912	0.00181488203267	0.00103168754606	0.00253084466941	0.000366166239473	0.00153767298821	0.000890471950134	0.00211823608704	0.00289915096293	0.000503609199261	0.000335626783017	0.000530316422132	0.000897504936277	0.00133928571429	0.000337552742616	0.00162436548223	0.00242220980063	0.00287852619459	0.00202994163918	0.00157654106889	0.000848896434635	0.000951022349025	0.000616522811344	0.00155714730614	0.00087305744718	0.00177484787018	0.00157418339237	0.00210260723297	0.00305010893246	0.00157853196527	0.00239334027055	0.00150814397748																																																																																																																																																																																																																																																																																																																																																																																																																					
('13', '32929232', 'G')	0.00228010778691	0.00165646380987	0.000894988066826	0.00117837678598	0.00131632239773	0.00419617099397	0.00203327171904	0.00261291526689	0.00309725376833	0.000830488142475	0.000403975115133	0.00112055280605	0.00327510917031	0.0034868783263	0.0121480472298	0.00275385246382	0.0164757571003	0.000379218809253	0.00146602276647	0.00275946650314	0.00123877361412	0.00641097739287	0.00173980282235	0.00377964660304	0.00217207674671	0.00148864905099	0.00199894792215	0.00099266951741	0.0124833353533	0.00106146868667	0.000678754969456	0.00101140125046	0.00087709680956	0.00176904176904	0.00135945621751	0.000719743107076	0.000589622641509	0.00127659574468	0.00106528686653	0.00155426992488	0.00112760759256	0.00175746924429	0.000944138473643	0.00275545350172	0.00719352582676	0.000818498056067	0.00134873134957	0.00180959083141	0.000715673244045	0.000457351932312	0.00104461103601	0.00198621334268	0.000941551386978	0.000922509225092	0.000586940572267	0.00218365705091	0.00160814794961	0.000645207541759	0.000913575735428	0.000627746390458	0.000879507475814	0.00199058993847	0.000522056904203	0.0025092734017	0.00243550423958	0.0016709434863	0.00215384615385	0.00394928289337	0.00163102573396	0.0022232103157	0.00267157991709	0.00395139780697	0.00104340567613	0.00114901891462	0.000313013537836	0.00520086083214	0.000834647129741	0.000763723150358	0.00856135638744	0.00382426182853	0.000999000999001	0.00137875567301	0.00214522524865	0.000525328330206	0.000793650793651	0.000909835319807	0.00913140311804	0.0137834598482	0.000649471144925	0.000599280862964	0.00123946455131	0.000649772579597	0.00187416331995	0.000581095041322	0.000877908070483																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
('X', '66937408', 'T')	0.00145282153234	0.00165207335206	0.000729571984436	0.00518774703557	0.000712419852767	0.00219086846026	0.00110724454287	0.0012753475322	0.000911854103343	0.00056990881459	0.000482392667631	0.000173822353555	0.00195376098991	0.000433369447454	0.000544365813827	0.00178422742952	0.00144717800289	0.000176975488895	0.00065717415115	0.000627812074919	0.000376435159044	0.00113673270542	0.000109865963525	0.000311274357218	0.0013159931878	0.00118008024546	0.00019635756713	0.000919223256348	0.000821499823964	0.0019516955355	0.00229095074456	0.000333444481494	0.000498338870432	0.002849002849	0.000521065952062	0.00132418442278	0.000884173297966	0.00213789417424	0.000388123423249	0.000601142170123	0.000295508274232	0.000736309249885	0.00114383757506	0.00084598158746	0.000966850828729	0.00199256110521	0.000688791484033	0.000998003992016	0.00140745953554	0.00051652892562	0.000379674745302	0.000658142158706	0.00185288123031	0.0013357079252	0.0012995948322	0.000317742755465	0.000879120879121	0.00182087941732	0.00101378751014	0.00154400411734	0.0016278209397	0.00199507100106	0.00154587614804	0.000560224089636	0.00099850224663	0.000508044030483	0.0011013215859	0.000226667422225	0.000989663514405	0.0004023335345	0.000421620710009	0.00143312101911	0.000624349635796	0.000523491689569	0.00177645136076	0.00144161460836	0.000973451327434	0.00205549845838	0.00113636363636	0.00372070930969	0.00114514743773																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
('7', '140498873', 'T')	0.000657606313021	0.0099173553719	0.00375657400451	0.00624133148405	0.00377714825307	0.00320307495195	0.00535117056856	0.00153846153846	0.001261829653	0.00133988387673	0.0100430416069	0.00577663671374	0.00144927536232	0.00149700598802	0.00149476831091	0.00243111831442	0.00320573260419	0.00216919739696	0.00247524752475	0.000620925178516	0.00273785078713	0.00360638845956	0.00371195248701	0.00461893764434	0.00261324041812	0.00148367952522	0.00185528756957	0.000374391613628	0.000902527075812	0.00128259940145	0.00271923861319	0.0144486692015	0.00581677169171	0.00490196078431	0.00710770913067	0.00352609308886	0.00648967551622	0.0110769230769	0.00148986889154	0.000586166471278	0.00219298245614	0.0119760479042	0.0113555713272	0.000814000814001	0.00120264582081	0.0013770311209	0.00428921568627	0.00268576544315	0.00238095238095	0.0050996754752	0.0112582781457	0.0110650069156	0.00571725571726	0.0054347826087	0.00423728813559	0.000739098300074	0.00324499729584																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
('7', '140495582', 'T')	0.0126762385202	0.00698510529019	0.0051962013976	0.0108523350811	0.00352710646636	0.00486531387208	0.00511742666545	0.00528289025222	0.00907239400111	0.00979394556093	0.00539352776668	0.00665911022953	0.00660377358491	0.00936995153473	0.0034155034155	0.0038503850385	0.00901885761137	0.00413725967389	0.00441863401086	0.000852618757613	0.00407984846277	0.0050477735713	0.0033459162663	0.0106932810551	0.00520920853638	0.00154873681154	0.00541441066222	0.00207732256203	0.00594674956075	0.00140405616225	0.000524619650753	0.0127977698936	0.00100209529015	0.00816722037652	0.00726813082635	0.000967741935484	0.00302992046459	0.00502991934784	0.00355598270062	0.00779985283297	0.00112378976487	0.00650780937125	0.00872359963269	0.00637888850052	0.0140871525169	0.00309278350515	0.00408302143586	0.00402731570653	0.00621118012422	0.0145466847091	0.0014008405043	0.00602409638554	0.0034026959822	0.00237812128419	0.00459224069675	0.00750992382792	0.00168933937939	0.000551085638708	0.00489303595812	0.00815078960774	0.00396126760563	0.00733086027204	0.00228496817366	0.00439061317184	0.00361482076514	0.00507485409794	0.00608669833729	0.00478040035853	0.00588645341182	0.0041567695962	0.00175835217282	0.00152117949918	0.00813428018076	0.00319074683418	0.00597466741018	0.00500192381685	0.00407716785998	0.00422508162089	0.00662927078021	0.0187607998025	0.00396825396825	0.00455062571104	0.00474525474525	0.00789209355718	0.00735402265039	0.00847619047619	0.00490463215259	0.00174803346235	0.00338066260987	0.00575517187743	0.00526080143273	0.00556818181818	0.00470242468773	0.0132244262933	0.00412158681092	0.00234833659491	0.00471286437424	0.0107697180868	0.00349040139616	0.00234645990614	0.00357568533969	0.00439828955406	0.00326287416655	0.00439532839382	0.00308410435942	0.0167364016736	0.00231988658332	0.000962875789023	0.00118753092528	0.010279473177	0.00381806108898	0.00228050171038	0.00449101796407	0.00280997541272	0.00352243233222	0.000782297720161	0.00283515593358	0.00530120481928	0.00422629910671	0.00268231349539	0.00639488409273	0.00188824993563	0.00437462716246	0.0067152724482	0.00516553181498	0.00405319822673	0.00485142510612	0.00168090769015	0.000796495420151	0.00793976728268	0.0123834886818	0.00236309462653	0.00564743848326	0.00366067165367	0.00599470235606	0.00412645125192	0.000986777185711	0.00298953662182	0.00225801595665	0.00104919561669	0.00652883569097	0.00224853845001	0.00326950023354	0.010164190774	0.00323244196297	0.00155324725755	0.00736100234926	0.00278821675355	0.00389711613406	0.00129091747349	0.00123338358229	0.00189783330697	0.00741449414016	0.000827565452904	0.0056399132321	0.00656679663452	0.00133917701485	0.00507566500611	0.0017075773746	0.0040276903713	0.00823629650667	0.00614868641699	0.0019425019425	0.00377358490566	0.0048248576667	0.00428519328957	0.00548481880509	0.00771742356782	0.00565754531809	0.0022763088776	0.00171526586621	0.00337136929461	0.00309655625411	0.0020334387709	0.00206310679612	0.00757166035695	0.00464940939935	0.00369468469225	0.000770861437657	0.00254102699841	0.00409207161125	0.00137398024903	0.00254652301665	0.00242759082538	0.00394421749542	0.00155566358775	0.00851752021563	0.00443717888837	0.00207802021347	0.00623700623701	0.00762250453721	0.0166045000602	0.00721429742581	0.00219272937103	0.00511644318984	0.00321130378934	0.00310731328376	0.0023926457625	0.000975324295328	0.00547138047138	0.00492182976259	0.00562959558824	0.00529233870968	0.00428134556575	0.00273381294964	0.00547837996478	0.000258899676375	0.00321633337995	0.00304589854007	0.00849617672048	0.0022252653201	0.00402726146221	0.0015828564471	0.00431810003598	0.00105082155139	0.00062292358804	0.00121543603768	0.00265111346766	0.0028014474145	0.00173560890946	0.0126678876679	0.00584441757356	0.00534458509142	0.00659133709981	0.0050017447947	0.00770020533881	0.00741296800225	0.00353594881293	0.00378155933711	0.00517587408894	0.00480211955622	0.00525638275048	0.00407000407	0.00458649849506	0.000867732738317	0.0073084013695	0.00346407419823	0.00591205813524	0.00453494575849	0.00522946533225	0.00542904539285	0.00121675647488	0.001404001404	0.00269004682674	0.00604557432956	0.00920004487827	0.00628587045641	0.00302273623341	0.00472454230996	0.00309623430962	0.00331971399387	0.0033411082393	0.00188454671692	0.00578034682081	0.000999125764956	0.0061099796334	0.0052699704142	0.00818387602298	0.00116635078	0.00640920295809	0.00213980028531	0.00645634629494	0.00738472622478	0.00379609544469	0.00228310502283	0.00160954999665	0.00872526069376	0.00427756653992	0.00614941776789	0.00609756097561	0.0052543587294	0.00193236714976	0.00283812879233	0.00562068411755	0.0028453181583	0.00456673136203	0.000804446394618	0.00317431525485	0.00794701986755	0.010111223458	0.00612792033704	0.00684073610174	0.0139194139194	0.00569236480634	0.0044704264099	0.00197219209151	0.00175080245112	0.00694670574189	0.00198123044838	0.00908080059303	0.0033435497353	0.00199097425007	0.00654926502692	0.00246913580247	0.00523560209424	0.00527481801878	0.00556398583713	0.0108410361748	0.00383041699312	0.00725952813067	0.00800508259212	0.00306317804722	0.00492449113592	0.00295884515377	0.00550809352518	0.00654664484452	0.00856551204819	0.00511218403863	0.00259156876296	0.000977039570103	0.0039710823745	0.00214616514176	0.00789229340761	0.00515353231694	0.00243257535695	0.00323663390074	0.00810390763766	0.00793078586878	0.00474595198213	0.00326115314375	0.00388920508442	0.0022824102252	0.00265604249668	0.00939903161492	0.00498522895126	0.00351449730137	0.00498515061519	0.00579488300897	0.000986777185711	0.0191856746962	0.0059245400686	0.00634182433147	0.0109794353433	0.00580241258207	0.00493022478482	0.00645304850912	0.00688916105328	0.00398307194424	0.00256790123457	0.000963081861958	0.00642992839398	0.000925283368031	0.0040527654164	0.00141978230005	0.00528691166989	0.0136884021901	0.0042270531401	0.000599520383693	0.00521912020545	0.00667693888033	0.00306748466258	0.00835296637396	0.00399172087522	0.00571314022251	0.00412505427703	0.00497512437811	0.00492098696978	0.0073476702509	0.00259109311741	0.00939482674475	0.00517857142857	0.0058544129018	0.0110447220713	0.00618519192287	0.00896700143472																																																																																																																																																																																									
('7', '6027157', 'C')	0.000330687830688	0.00771982677462	0.000443852640923	0.00142496275666	0.000498566620965	0.00125409994212	0.00157525418874	0.000690267232028	0.00474242142459	0.000209489892113	0.00152547543985	0.000466722673387	0.00852407261247	0.0020427518786	0.000314465408805	0.00033373381391	0.0215166230855	0.000278862242052	0.000749456643933	0.0157690256723	0.000274529182452	0.000975541774092	0.0105296745373	0.001337971635	0.000826943316794	0.00115897237782	0.000449813648631	0.00094869736554	0.000425242388161	0.000124781632144	0.00857534873085	0.00141204948897	0.000304562343912	0.000947328533535	0.000234411626817	0.000382141264888	0.000684462696783	0.000637232589895	0.00167280026765	0.000534310357988	0.00122981060917	0.0010542457351	0.00178173719376	0.000616712920136	0.000825536598789	0.00121558378411	0.000346941135654	0.000692627366477	0.000349568865066	0.000913575735428	0.00122632511241	0.000867052023121	0.00158942613351	0.00167728950017	0.000595356221473	0.00220525869381	0.000840657241116	0.000302267002519	0.0023421397789	0.0169302325581	0.00169477846824	0.000709471443774	0.00200157266424	0.0188371403144	0.000380025841757	0.00102032140124	0.000378190986448	0.000870890485521	0.00576810747664	0.0175382139984	0.0161779575329	0.000822429906542	0.000848576277579	0.00103422339225	0.00126311698407	0.00264032024529	0.000391542678152	0.00992829564258	0.000724572049633	0.000568343279341	0.00160073176309	0.000505868069607	0.000699091181464	0.0109830262322	0.0127432808156	0.00191005382879	0.000717126279418	0.000819733214099	0.00119904076739	0.01520040152	0.000346596423125	0.00129421915444	0.000487159858028	0.000770045240158	0.0018212566671	0.000552562508634	0.000255319148936	0.00152994317354	0.00091218177295	0.00103833174699	0.00080914331951	0.00282292557742	0.0123276679554	0.000575771533855	0.000415144470276	0.000205549845838	0.0146094215862	0.00107096556	0.000720785656365	0.00127456186936	0.000597688936114	0.00233997584541	0.00127307447486	0.000636021971668	0.000787194961952	0.0150440781909	0.00148098283406	0.000629960942422	0.00177083333333	0.00142500890631	0.00080006400512	0.0010377929603	0.00371615643249	0.000770613922425	0.0003808073115	0.00123406005759	0.000290086300674	0.000361402240694	0.000722319678052	0.000950495049505	0.00212389380531	0.000510725229826	0.0003795306471	0.00688426338382	0.000458505272811	0.00108996394735	0.000429421507883	0.00157009345794	0.00037034293756	0.000645207541759	0.00098821740783	0.000263313804226	0.000395480225989	0.000366938812953	0.000650353629786	0.00115520521881	0.000826924667163	0.00031746031746	0.000662012518055	0.000622907420385	0.0159569445756	0.0178367035483	0.0181449340696	0.00366622671946	0.00516958769386	0.00752351097179	0.00402010050251	0.00559535994541	0.00108369456485	0.00117564072419	0.0142496392496	0.0168544830965	0.00472599296129	0.00337533753375	0.00498802873105	0.00308166409861	0.00495301915653	0.00557011795544	0.00341933478396																																																																																																																																																																																																																																																																																																																																																																																													
('7', '116415030', 'C')	0.000990551661079	0.0012252899853	0.00200968301818	0.000793920834751	0.000860719874804	0.000757575757576	0.00155806577263	0.000206206825446	0.000417860553964	0.000318268618714	0.00163655819223	0.00111913724692	0.000355618776671	0.00029288294445	0.000577756379393	0.000627002926014	0.000666888962988	0.0014069974674	0.00108790252393	0.000905660377358	0.00285146461592	0.000444760718733	0.000922320147571	0.000951203272139	0.000409031413613	0.0006384337093	0.000558347292016	0.00056761122997	0.000465477114042	0.000469287725519	0.000678454819149	0.000483714930668																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
('6', '117645352', 'G')	0.0131392502898	0.00159217559422	0.0122431506849	0.00119113793377	0.00109289617486	0.0067907444668	0.00068557182923	0.0118489261911																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
